order_id: o_00000, user_id: u_0000000001, prod_id: 1480449, order_time: 01-01-2022_07:53:05
order_id: o_00290, user_id: u_0000000006, prod_id: 1607364, order_time: 06-04-2022_13:27:15
order_id: o_00291, user_id: u_0000000006, prod_id: 1671485, order_time: 06-04-2022_21:20:20
order_id: o_00292, user_id: u_0000000001, prod_id: 1533740, order_time: 07-04-2022_05:13:25
order_id: o_00293, user_id: u_0000000005, prod_id: 1536231, order_time: 07-04-2022_13:06:30
order_id: o_00294, user_id: u_0000000010, prod_id: 1155981, order_time: 07-04-2022_20:59:35
order_id: o_00295, user_id: u_0000000008, prod_id: 1625073, order_time: 08-04-2022_04:52:40
order_id: o_00296, user_id: u_0000000002, prod_id: 1283727, order_time: 08-04-2022_12:45:45
order_id: o_00297, user_id: u_0000000001, prod_id: 1706283, order_time: 08-04-2022_20:38:50
order_id: o_00298, user_id: u_0000000002, prod_id: 1264383, order_time: 09-04-2022_04:31:55
order_id: o_00299, user_id: u_0000000003, prod_id: 1432219, order_time: 09-04-2022_12:25:00
order_id: o_00300, user_id: u_0000000008, prod_id: 1500100, order_time: 09-04-2022_20:18:05
order_id: o_00301, user_id: u_0000000008, prod_id: 1552824, order_time: 10-04-2022_04:11:10
order_id: o_00302, user_id: u_0000000004, prod_id: 1192531, order_time: 10-04-2022_12:04:15
order_id: o_00303, user_id: u_0000000001, prod_id: 1225530, order_time: 10-04-2022_19:57:20
order_id: o_00304, user_id: u_0000000009, prod_id: 1352303, order_time: 11-04-2022_03:50:25
order_id: o_00305, user_id: u_0000000010, prod_id: 1706544, order_time: 11-04-2022_11:43:30
order_id: o_00306, user_id: u_0000000002, prod_id: 1414370, order_time: 11-04-2022_19:36:35
order_id: o_00307, user_id: u_0000000005, prod_id: 1257027, order_time: 12-04-2022_03:29:40
order_id: o_00308, user_id: u_0000000007, prod_id: 1721690, order_time: 12-04-2022_11:22:45
order_id: o_00309, user_id: u_0000000010, prod_id: 1440485, order_time: 12-04-2022_19:15:50
order_id: o_00310, user_id: u_0000000007, prod_id: 1627413, order_time: 13-04-2022_03:08:55
order_id: o_00311, user_id: u_0000000006, prod_id: 1126241, order_time: 13-04-2022_11:02:00
order_id: o_00312, user_id: u_0000000001, prod_id: 1232466, order_time: 13-04-2022_18:55:05
order_id: o_00313, user_id: u_0000000004, prod_id: 1632549, order_time: 14-04-2022_02:48:10
order_id: o_00314, user_id: u_0000000006, prod_id: 1538409, order_time: 14-04-2022_10:41:15
order_id: o_00315, user_id: u_0000000001, prod_id: 1460665, order_time: 14-04-2022_18:34:20
order_id: o_00316, user_id: u_0000000001, prod_id: 1529274, order_time: 15-04-2022_02:27:25
order_id: o_00317, user_id: u_0000000009, prod_id: 1674848, order_time: 15-04-2022_10:20:30
order_id: o_00318, user_id: u_0000000007, prod_id: 1705786, order_time: 15-04-2022_18:13:35
order_id: o_00319, user_id: u_0000000009, prod_id: 1684310, order_time: 16-04-2022_02:06:40
order_id: o_00320, user_id: u_0000000001, prod_id: 1199948, order_time: 16-04-2022_09:59:45
order_id: o_00321, user_id: u_0000000002, prod_id: 1541987, order_time: 16-04-2022_17:52:50
order_id: o_00322, user_id: u_0000000009, prod_id: 1682866, order_time: 17-04-2022_01:45:55
order_id: o_00323, user_id: u_0000000001, prod_id: 1483148, order_time: 17-04-2022_09:39:00
order_id: o_00324, user_id: u_0000000004, prod_id: 1521965, order_time: 17-04-2022_17:32:05
order_id: o_00325, user_id: u_0000000002, prod_id: 1676844, order_time: 18-04-2022_01:25:10
order_id: o_00326, user_id: u_0000000010, prod_id: 1414882, order_time: 18-04-2022_09:18:15
order_id: o_00327, user_id: u_0000000008, prod_id: 1642194, order_time: 18-04-2022_17:11:20
order_id: o_00328, user_id: u_0000000008, prod_id: 1001629, order_time: 19-04-2022_01:04:25
order_id: o_00329, user_id: u_0000000004, prod_id: 1123952, order_time: 19-04-2022_08:57:30
order_id: o_00330, user_id: u_0000000002, prod_id: 1417570, order_time: 19-04-2022_16:50:35
order_id: o_00331, user_id: u_0000000006, prod_id: 1674440, order_time: 20-04-2022_00:43:40
order_id: o_00332, user_id: u_0000000004, prod_id: 1366617, order_time: 20-04-2022_08:36:45
order_id: o_00333, user_id: u_0000000003, prod_id: 1357226, order_time: 20-04-2022_16:29:50
order_id: o_00334, user_id: u_0000000003, prod_id: 1287975, order_time: 21-04-2022_00:22:55
order_id: o_00335, user_id: u_0000000004, prod_id: 1015880, order_time: 21-04-2022_08:16:00
order_id: o_00336, user_id: u_0000000001, prod_id: 1304134, order_time: 21-04-2022_16:09:05
order_id: o_00337, user_id: u_0000000003, prod_id: 1126717, order_time: 22-04-2022_00:02:10
order_id: o_00338, user_id: u_0000000008, prod_id: 1372410, order_time: 22-04-2022_07:55:15
order_id: o_00339, user_id: u_0000000005, prod_id: 1182905, order_time: 22-04-2022_15:48:20
order_id: o_00340, user_id: u_0000000005, prod_id: 1017590, order_time: 22-04-2022_23:41:25
order_id: o_00341, user_id: u_0000000003, prod_id: 1119697, order_time: 23-04-2022_07:34:30
order_id: o_00342, user_id: u_0000000009, prod_id: 1704824, order_time: 23-04-2022_15:27:35
order_id: o_00343, user_id: u_0000000002, prod_id: 1556065, order_time: 23-04-2022_23:20:40
order_id: o_00344, user_id: u_0000000001, prod_id: 1413537, order_time: 24-04-2022_07:13:45
order_id: o_00345, user_id: u_0000000010, prod_id: 1344817, order_time: 24-04-2022_15:06:50
order_id: o_00346, user_id: u_0000000009, prod_id: 1693540, order_time: 24-04-2022_22:59:55
order_id: o_00347, user_id: u_0000000007, prod_id: 1210016, order_time: 25-04-2022_06:53:00
order_id: o_00348, user_id: u_0000000001, prod_id: 1117343, order_time: 25-04-2022_14:46:05
order_id: o_00349, user_id: u_0000000003, prod_id: 1074769, order_time: 25-04-2022_22:39:10
order_id: o_00350, user_id: u_0000000005, prod_id: 1540218, order_time: 26-04-2022_06:32:15
order_id: o_00351, user_id: u_0000000008, prod_id: 1704555, order_time: 26-04-2022_14:25:20
order_id: o_00352, user_id: u_0000000004, prod_id: 1393488, order_time: 26-04-2022_22:18:25
order_id: o_00353, user_id: u_0000000001, prod_id: 1670722, order_time: 27-04-2022_06:11:30
order_id: o_00354, user_id: u_0000000009, prod_id: 1721479, order_time: 27-04-2022_14:04:35
order_id: o_00355, user_id: u_0000000004, prod_id: 1526329, order_time: 27-04-2022_21:57:40
order_id: o_00356, user_id: u_0000000002, prod_id: 1130374, order_time: 28-04-2022_05:50:45
order_id: o_00357, user_id: u_0000000009, prod_id: 1191567, order_time: 28-04-2022_13:43:50
order_id: o_00358, user_id: u_0000000006, prod_id: 1490043, order_time: 28-04-2022_21:36:55
order_id: o_00359, user_id: u_0000000003, prod_id: 1690841, order_time: 29-04-2022_05:30:00
order_id: o_00360, user_id: u_0000000009, prod_id: 1338986, order_time: 29-04-2022_13:23:05
order_id: o_00361, user_id: u_0000000009, prod_id: 1072206, order_time: 29-04-2022_21:16:10
order_id: o_00362, user_id: u_0000000007, prod_id: 1678712, order_time: 30-04-2022_05:09:15
order_id: o_00363, user_id: u_0000000001, prod_id: 1705682, order_time: 30-04-2022_13:02:20
order_id: o_00364, user_id: u_0000000004, prod_id: 1720199, order_time: 30-04-2022_20:55:25
order_id: o_00365, user_id: u_0000000001, prod_id: 1705641, order_time: 01-05-2022_04:48:30
order_id: o_00366, user_id: u_0000000002, prod_id: 1676711, order_time: 01-05-2022_12:41:35
order_id: o_00367, user_id: u_0000000010, prod_id: 1350760, order_time: 01-05-2022_20:34:40
order_id: o_00368, user_id: u_0000000006, prod_id: 1410845, order_time: 02-05-2022_04:27:45
order_id: o_00369, user_id: u_0000000008, prod_id: 1710443, order_time: 02-05-2022_12:20:50
order_id: o_00370, user_id: u_0000000001, prod_id: 1419087, order_time: 02-05-2022_20:13:55
order_id: o_00371, user_id: u_0000000008, prod_id: 1604094, order_time: 03-05-2022_04:07:00
order_id: o_00372, user_id: u_0000000005, prod_id: 1674911, order_time: 03-05-2022_12:00:05
order_id: o_00373, user_id: u_0000000010, prod_id: 1659017, order_time: 03-05-2022_19:53:10
order_id: o_00374, user_id: u_0000000010, prod_id: 1487529, order_time: 04-05-2022_03:46:15
order_id: o_00375, user_id: u_0000000009, prod_id: 1712400, order_time: 04-05-2022_11:39:20
order_id: o_00376, user_id: u_0000000002, prod_id: 1563747, order_time: 04-05-2022_19:32:25
order_id: o_00377, user_id: u_0000000005, prod_id: 1246089, order_time: 05-05-2022_03:25:30
order_id: o_00378, user_id: u_0000000009, prod_id: 1088019, order_time: 05-05-2022_11:18:35
order_id: o_00379, user_id: u_0000000003, prod_id: 1351080, order_time: 05-05-2022_19:11:40
order_id: o_00380, user_id: u_0000000010, prod_id: 1402861, order_time: 06-05-2022_03:04:45
order_id: o_00381, user_id: u_0000000009, prod_id: 1680241, order_time: 06-05-2022_10:57:50
order_id: o_00382, user_id: u_0000000001, prod_id: 1351614, order_time: 06-05-2022_18:50:55
order_id: o_00383, user_id: u_0000000001, prod_id: 1134380, order_time: 07-05-2022_02:44:00
order_id: o_00384, user_id: u_0000000002, prod_id: 1700705, order_time: 07-05-2022_10:37:05
order_id: o_00385, user_id: u_0000000006, prod_id: 1226444, order_time: 07-05-2022_18:30:10
order_id: o_00386, user_id: u_0000000002, prod_id: 1186490, order_time: 08-05-2022_02:23:15
order_id: o_00387, user_id: u_0000000010, prod_id: 1010904, order_time: 08-05-2022_10:16:20
order_id: o_00388, user_id: u_0000000009, prod_id: 1545785, order_time: 08-05-2022_18:09:25
order_id: o_00389, user_id: u_0000000006, prod_id: 1273176, order_time: 09-05-2022_02:02:30
order_id: o_00390, user_id: u_0000000010, prod_id: 1531468, order_time: 09-05-2022_09:55:35
order_id: o_00391, user_id: u_0000000007, prod_id: 1653070, order_time: 09-05-2022_17:48:40
order_id: o_00392, user_id: u_0000000001, prod_id: 1720835, order_time: 10-05-2022_01:41:45
order_id: o_00393, user_id: u_0000000008, prod_id: 1380090, order_time: 10-05-2022_09:34:50
order_id: o_00394, user_id: u_0000000008, prod_id: 1649834, order_time: 10-05-2022_17:27:55
order_id: o_00395, user_id: u_0000000001, prod_id: 1157743, order_time: 11-05-2022_01:21:00
order_id: o_00396, user_id: u_0000000008, prod_id: 1693685, order_time: 11-05-2022_09:14:05
order_id: o_00397, user_id: u_0000000010, prod_id: 1602021, order_time: 11-05-2022_17:07:10
order_id: o_00398, user_id: u_0000000007, prod_id: 1224966, order_time: 12-05-2022_01:00:15
order_id: o_00399, user_id: u_0000000002, prod_id: 1274692, order_time: 12-05-2022_08:53:20
order_id: o_00400, user_id: u_0000000002, prod_id: 1391448, order_time: 12-05-2022_16:46:25
order_id: o_00401, user_id: u_0000000005, prod_id: 1243568, order_time: 13-05-2022_00:39:30
order_id: o_00402, user_id: u_0000000008, prod_id: 1176404, order_time: 13-05-2022_08:32:35
order_id: o_00403, user_id: u_0000000004, prod_id: 1427457, order_time: 13-05-2022_16:25:40
order_id: o_00404, user_id: u_0000000009, prod_id: 1713524, order_time: 14-05-2022_00:18:45
order_id: o_00405, user_id: u_0000000002, prod_id: 1721228, order_time: 14-05-2022_08:11:50
order_id: o_00406, user_id: u_0000000002, prod_id: 1161879, order_time: 14-05-2022_16:04:55
order_id: o_00407, user_id: u_0000000006, prod_id: 1246957, order_time: 14-05-2022_23:58:00
order_id: o_00408, user_id: u_0000000008, prod_id: 1221091, order_time: 15-05-2022_07:51:05
order_id: o_00409, user_id: u_0000000005, prod_id: 1307168, order_time: 15-05-2022_15:44:10
order_id: o_00410, user_id: u_0000000003, prod_id: 1419940, order_time: 15-05-2022_23:37:15
order_id: o_00411, user_id: u_0000000008, prod_id: 1266793, order_time: 16-05-2022_07:30:20
order_id: o_00412, user_id: u_0000000008, prod_id: 1433254, order_time: 16-05-2022_15:23:25
order_id: o_00413, user_id: u_0000000006, prod_id: 1267506, order_time: 16-05-2022_23:16:30
order_id: o_00414, user_id: u_0000000002, prod_id: 1395293, order_time: 17-05-2022_07:09:35
order_id: o_00415, user_id: u_0000000003, prod_id: 1669280, order_time: 17-05-2022_15:02:40
order_id: o_00416, user_id: u_0000000003, prod_id: 1604140, order_time: 17-05-2022_22:55:45
order_id: o_00417, user_id: u_0000000008, prod_id: 1374340, order_time: 18-05-2022_06:48:50
order_id: o_00418, user_id: u_0000000006, prod_id: 1713341, order_time: 18-05-2022_14:41:55
order_id: o_00419, user_id: u_0000000003, prod_id: 1159759, order_time: 18-05-2022_22:35:00
order_id: o_00420, user_id: u_0000000004, prod_id: 1371027, order_time: 19-05-2022_06:28:05
order_id: o_00421, user_id: u_0000000003, prod_id: 1456178, order_time: 19-05-2022_14:21:10
order_id: o_00422, user_id: u_0000000010, prod_id: 1157723, order_time: 19-05-2022_22:14:15
order_id: o_00423, user_id: u_0000000007, prod_id: 1647831, order_time: 20-05-2022_06:07:20
order_id: o_00424, user_id: u_0000000004, prod_id: 1591118, order_time: 20-05-2022_14:00:25
order_id: o_00425, user_id: u_0000000005, prod_id: 1348180, order_time: 20-05-2022_21:53:30
order_id: o_00426, user_id: u_0000000003, prod_id: 1291954, order_time: 21-05-2022_05:46:35
order_id: o_00427, user_id: u_0000000007, prod_id: 1429149, order_time: 21-05-2022_13:39:40
order_id: o_00428, user_id: u_0000000010, prod_id: 1570647, order_time: 21-05-2022_21:32:45
order_id: o_00429, user_id: u_0000000001, prod_id: 1679712, order_time: 22-05-2022_05:25:50
order_id: o_00430, user_id: u_0000000005, prod_id: 1715812, order_time: 22-05-2022_13:18:55
order_id: o_00431, user_id: u_0000000005, prod_id: 1397121, order_time: 22-05-2022_21:12:00
order_id: o_00432, user_id: u_0000000008, prod_id: 1444307, order_time: 23-05-2022_05:05:05
order_id: o_00433, user_id: u_0000000002, prod_id: 1716179, order_time: 23-05-2022_12:58:10
order_id: o_00434, user_id: u_0000000002, prod_id: 1319472, order_time: 23-05-2022_20:51:15
order_id: o_00435, user_id: u_0000000005, prod_id: 977293, order_time: 24-05-2022_04:44:20
order_id: o_00436, user_id: u_0000000006, prod_id: 1391003, order_time: 24-05-2022_12:37:25
order_id: o_00437, user_id: u_0000000010, prod_id: 1711217, order_time: 24-05-2022_20:30:30
order_id: o_00438, user_id: u_0000000006, prod_id: 1687274, order_time: 25-05-2022_04:23:35
order_id: o_00439, user_id: u_0000000005, prod_id: 1134380, order_time: 25-05-2022_12:16:40
order_id: o_00440, user_id: u_0000000010, prod_id: 1189160, order_time: 25-05-2022_20:09:45
order_id: o_00441, user_id: u_0000000003, prod_id: 1107719, order_time: 26-05-2022_04:02:50
order_id: o_00442, user_id: u_0000000008, prod_id: 1688057, order_time: 26-05-2022_11:55:55
order_id: o_00443, user_id: u_0000000003, prod_id: 1373468, order_time: 26-05-2022_19:49:00
order_id: o_00444, user_id: u_0000000001, prod_id: 1697364, order_time: 27-05-2022_03:42:05
order_id: o_00445, user_id: u_0000000009, prod_id: 1368930, order_time: 27-05-2022_11:35:10
order_id: o_00446, user_id: u_0000000002, prod_id: 1174515, order_time: 27-05-2022_19:28:15
order_id: o_00447, user_id: u_0000000003, prod_id: 1657975, order_time: 28-05-2022_03:21:20
order_id: o_00448, user_id: u_0000000007, prod_id: 1041798, order_time: 28-05-2022_11:14:25
order_id: o_00449, user_id: u_0000000009, prod_id: 1214127, order_time: 28-05-2022_19:07:30
order_id: o_00450, user_id: u_0000000002, prod_id: 1333238, order_time: 29-05-2022_03:00:35
order_id: o_00451, user_id: u_0000000004, prod_id: 1568638, order_time: 29-05-2022_10:53:40
order_id: o_00452, user_id: u_0000000007, prod_id: 1245272, order_time: 29-05-2022_18:46:45
order_id: o_00453, user_id: u_0000000001, prod_id: 1700246, order_time: 30-05-2022_02:39:50
order_id: o_00454, user_id: u_0000000002, prod_id: 1587134, order_time: 30-05-2022_10:32:55
order_id: o_00455, user_id: u_0000000002, prod_id: 1660633, order_time: 30-05-2022_18:26:00
order_id: o_00456, user_id: u_0000000010, prod_id: 1705968, order_time: 31-05-2022_02:19:05
order_id: o_00457, user_id: u_0000000001, prod_id: 1364460, order_time: 31-05-2022_10:12:10
order_id: o_00458, user_id: u_0000000009, prod_id: 1199721, order_time: 31-05-2022_18:05:15
order_id: o_00459, user_id: u_0000000004, prod_id: 1334831, order_time: 01-06-2022_01:58:20
order_id: o_00460, user_id: u_0000000010, prod_id: 1660387, order_time: 01-06-2022_09:51:25
order_id: o_00461, user_id: u_0000000005, prod_id: 1649261, order_time: 01-06-2022_17:44:30
order_id: o_00462, user_id: u_0000000009, prod_id: 1020710, order_time: 02-06-2022_01:37:35
order_id: o_00463, user_id: u_0000000003, prod_id: 1362326, order_time: 02-06-2022_09:30:40
order_id: o_00464, user_id: u_0000000007, prod_id: 1301568, order_time: 02-06-2022_17:23:45
order_id: o_00465, user_id: u_0000000002, prod_id: 1588111, order_time: 03-06-2022_01:16:50
order_id: o_00466, user_id: u_0000000001, prod_id: 1540754, order_time: 03-06-2022_09:09:55
order_id: o_00467, user_id: u_0000000002, prod_id: 1356521, order_time: 03-06-2022_17:03:00
order_id: o_00468, user_id: u_0000000007, prod_id: 1236599, order_time: 04-06-2022_00:56:05
order_id: o_00469, user_id: u_0000000007, prod_id: 1687537, order_time: 04-06-2022_08:49:10
order_id: o_00470, user_id: u_0000000008, prod_id: 1223272, order_time: 04-06-2022_16:42:15
order_id: o_00471, user_id: u_0000000007, prod_id: 1446433, order_time: 05-06-2022_00:35:20
order_id: o_00472, user_id: u_0000000007, prod_id: 1179506, order_time: 05-06-2022_08:28:25
order_id: o_00473, user_id: u_0000000007, prod_id: 1659237, order_time: 05-06-2022_16:21:30
order_id: o_00474, user_id: u_0000000002, prod_id: 1660554, order_time: 06-06-2022_00:14:35
order_id: o_00475, user_id: u_0000000003, prod_id: 1125184, order_time: 06-06-2022_08:07:40
order_id: o_00476, user_id: u_0000000009, prod_id: 1267685, order_time: 06-06-2022_16:00:45
order_id: o_00477, user_id: u_0000000002, prod_id: 1634077, order_time: 06-06-2022_23:53:50
order_id: o_00478, user_id: u_0000000010, prod_id: 1446306, order_time: 07-06-2022_07:46:55
order_id: o_00479, user_id: u_0000000002, prod_id: 1113811, order_time: 07-06-2022_15:40:00
order_id: o_00480, user_id: u_0000000009, prod_id: 1581170, order_time: 07-06-2022_23:33:05
order_id: o_00481, user_id: u_0000000009, prod_id: 1663973, order_time: 08-06-2022_07:26:10
order_id: o_00482, user_id: u_0000000007, prod_id: 1239694, order_time: 08-06-2022_15:19:15
order_id: o_00483, user_id: u_0000000007, prod_id: 1698029, order_time: 08-06-2022_23:12:20
order_id: o_00484, user_id: u_0000000006, prod_id: 1561189, order_time: 09-06-2022_07:05:25
order_id: o_00485, user_id: u_0000000008, prod_id: 1236216, order_time: 09-06-2022_14:58:30
order_id: o_00486, user_id: u_0000000010, prod_id: 1562782, order_time: 09-06-2022_22:51:35
order_id: o_00487, user_id: u_0000000010, prod_id: 1340487, order_time: 10-06-2022_06:44:40
order_id: o_00488, user_id: u_0000000001, prod_id: 1493501, order_time: 10-06-2022_14:37:45
order_id: o_00489, user_id: u_0000000009, prod_id: 1151745, order_time: 10-06-2022_22:30:50
order_id: o_00490, user_id: u_0000000010, prod_id: 1137463, order_time: 11-06-2022_06:23:55
order_id: o_00491, user_id: u_0000000010, prod_id: 1317216, order_time: 11-06-2022_14:17:00
order_id: o_00492, user_id: u_0000000001, prod_id: 1299093, order_time: 11-06-2022_22:10:05
order_id: o_00493, user_id: u_0000000009, prod_id: 1702430, order_time: 12-06-2022_06:03:10
order_id: o_00494, user_id: u_0000000004, prod_id: 1711609, order_time: 12-06-2022_13:56:15
order_id: o_00495, user_id: u_0000000009, prod_id: 1691482, order_time: 12-06-2022_21:49:20
order_id: o_00496, user_id: u_0000000005, prod_id: 1260684, order_time: 13-06-2022_05:42:25
order_id: o_00497, user_id: u_0000000005, prod_id: 1672987, order_time: 13-06-2022_13:35:30
order_id: o_00498, user_id: u_0000000007, prod_id: 1541864, order_time: 13-06-2022_21:28:35
order_id: o_00499, user_id: u_0000000002, prod_id: 1243234, order_time: 14-06-2022_05:21:40
order_id: o_00500, user_id: u_0000000010, prod_id: 1314437, order_time: 14-06-2022_13:14:45
order_id: o_00501, user_id: u_0000000002, prod_id: 1432962, order_time: 14-06-2022_21:07:50
order_id: o_00502, user_id: u_0000000009, prod_id: 1710624, order_time: 15-06-2022_05:00:55
order_id: o_00503, user_id: u_0000000008, prod_id: 1417870, order_time: 15-06-2022_12:54:00
order_id: o_00504, user_id: u_0000000003, prod_id: 1549121, order_time: 15-06-2022_20:47:05
order_id: o_00505, user_id: u_0000000006, prod_id: 1666261, order_time: 16-06-2022_04:40:10
order_id: o_00506, user_id: u_0000000003, prod_id: 1226549, order_time: 16-06-2022_12:33:15
order_id: o_00507, user_id: u_0000000003, prod_id: 1656922, order_time: 16-06-2022_20:26:20
order_id: o_00508, user_id: u_0000000008, prod_id: 1655796, order_time: 17-06-2022_04:19:25
order_id: o_00509, user_id: u_0000000010, prod_id: 1149408, order_time: 17-06-2022_12:12:30
order_id: o_00510, user_id: u_0000000001, prod_id: 1327439, order_time: 17-06-2022_20:05:35
order_id: o_00511, user_id: u_0000000005, prod_id: 1082097, order_time: 18-06-2022_03:58:40
order_id: o_00512, user_id: u_0000000005, prod_id: 1553288, order_time: 18-06-2022_11:51:45
order_id: o_00513, user_id: u_0000000004, prod_id: 1701122, order_time: 18-06-2022_19:44:50
order_id: o_00514, user_id: u_0000000003, prod_id: 1396030, order_time: 19-06-2022_03:37:55
order_id: o_00515, user_id: u_0000000004, prod_id: 1260889, order_time: 19-06-2022_11:31:00
order_id: o_00516, user_id: u_0000000010, prod_id: 1429360, order_time: 19-06-2022_19:24:05
order_id: o_00517, user_id: u_0000000010, prod_id: 1158961, order_time: 20-06-2022_03:17:10
order_id: o_00518, user_id: u_0000000004, prod_id: 1264578, order_time: 20-06-2022_11:10:15
order_id: o_00519, user_id: u_0000000010, prod_id: 1218324, order_time: 20-06-2022_19:03:20
order_id: o_00520, user_id: u_0000000008, prod_id: 1648310, order_time: 21-06-2022_02:56:25
order_id: o_00521, user_id: u_0000000008, prod_id: 1683493, order_time: 21-06-2022_10:49:30
order_id: o_00522, user_id: u_0000000002, prod_id: 1436480, order_time: 21-06-2022_18:42:35
order_id: o_00523, user_id: u_0000000009, prod_id: 1118341, order_time: 22-06-2022_02:35:40
order_id: o_00524, user_id: u_0000000001, prod_id: 1256271, order_time: 22-06-2022_10:28:45
order_id: o_00525, user_id: u_0000000010, prod_id: 1314924, order_time: 22-06-2022_18:21:50
order_id: o_00526, user_id: u_0000000009, prod_id: 1549871, order_time: 23-06-2022_02:14:55
order_id: o_00527, user_id: u_0000000005, prod_id: 1580852, order_time: 23-06-2022_10:08:00
order_id: o_00528, user_id: u_0000000007, prod_id: 1476877, order_time: 23-06-2022_18:01:05
order_id: o_00529, user_id: u_0000000010, prod_id: 1247726, order_time: 24-06-2022_01:54:10
order_id: o_00530, user_id: u_0000000005, prod_id: 1081248, order_time: 24-06-2022_09:47:15
order_id: o_00531, user_id: u_0000000002, prod_id: 1523337, order_time: 24-06-2022_17:40:20
order_id: o_00532, user_id: u_0000000005, prod_id: 1255176, order_time: 25-06-2022_01:33:25
order_id: o_00533, user_id: u_0000000005, prod_id: 1644777, order_time: 25-06-2022_09:26:30
order_id: o_00534, user_id: u_0000000005, prod_id: 1262922, order_time: 25-06-2022_17:19:35
order_id: o_00535, user_id: u_0000000003, prod_id: 1577804, order_time: 26-06-2022_01:12:40
order_id: o_00536, user_id: u_0000000004, prod_id: 1639821, order_time: 26-06-2022_09:05:45
order_id: o_00537, user_id: u_0000000008, prod_id: 1262112, order_time: 26-06-2022_16:58:50
order_id: o_00538, user_id: u_0000000009, prod_id: 1297456, order_time: 27-06-2022_00:51:55
order_id: o_00539, user_id: u_0000000001, prod_id: 1611187, order_time: 27-06-2022_08:45:00
order_id: o_00540, user_id: u_0000000005, prod_id: 1149556, order_time: 27-06-2022_16:38:05
order_id: o_00541, user_id: u_0000000005, prod_id: 1272081, order_time: 28-06-2022_00:31:10
order_id: o_00542, user_id: u_0000000002, prod_id: 1219964, order_time: 28-06-2022_08:24:15
order_id: o_00543, user_id: u_0000000010, prod_id: 1708376, order_time: 28-06-2022_16:17:20
order_id: o_00544, user_id: u_0000000007, prod_id: 1434088, order_time: 29-06-2022_00:10:25
order_id: o_00545, user_id: u_0000000003, prod_id: 1361437, order_time: 29-06-2022_08:03:30
order_id: o_00546, user_id: u_0000000001, prod_id: 1702269, order_time: 29-06-2022_15:56:35
order_id: o_00547, user_id: u_0000000005, prod_id: 1182284, order_time: 29-06-2022_23:49:40
order_id: o_00548, user_id: u_0000000004, prod_id: 1366554, order_time: 30-06-2022_07:42:45
order_id: o_00549, user_id: u_0000000010, prod_id: 1277985, order_time: 30-06-2022_15:35:50
order_id: o_00550, user_id: u_0000000008, prod_id: 1177474, order_time: 30-06-2022_23:28:55
order_id: o_00551, user_id: u_0000000007, prod_id: 1216336, order_time: 01-07-2022_07:22:00
order_id: o_00552, user_id: u_0000000010, prod_id: 1069229, order_time: 01-07-2022_15:15:05
order_id: o_00553, user_id: u_0000000006, prod_id: 952750, order_time: 01-07-2022_23:08:10
order_id: o_00554, user_id: u_0000000002, prod_id: 1547578, order_time: 02-07-2022_07:01:15
order_id: o_00555, user_id: u_0000000005, prod_id: 1446609, order_time: 02-07-2022_14:54:20
order_id: o_00556, user_id: u_0000000003, prod_id: 1328066, order_time: 02-07-2022_22:47:25
order_id: o_00557, user_id: u_0000000005, prod_id: 1365604, order_time: 03-07-2022_06:40:30
order_id: o_00558, user_id: u_0000000004, prod_id: 1317689, order_time: 03-07-2022_14:33:35
order_id: o_00559, user_id: u_0000000005, prod_id: 1070159, order_time: 03-07-2022_22:26:40
order_id: o_00560, user_id: u_0000000008, prod_id: 1680157, order_time: 04-07-2022_06:19:45
order_id: o_00561, user_id: u_0000000009, prod_id: 1291695, order_time: 04-07-2022_14:12:50
order_id: o_00562, user_id: u_0000000006, prod_id: 1365114, order_time: 04-07-2022_22:05:55
order_id: o_00563, user_id: u_0000000009, prod_id: 1696561, order_time: 05-07-2022_05:59:00
order_id: o_00564, user_id: u_0000000007, prod_id: 1285105, order_time: 05-07-2022_13:52:05
order_id: o_00565, user_id: u_0000000004, prod_id: 1514750, order_time: 05-07-2022_21:45:10
order_id: o_00566, user_id: u_0000000006, prod_id: 1580836, order_time: 06-07-2022_05:38:15
order_id: o_00567, user_id: u_0000000006, prod_id: 1371624, order_time: 06-07-2022_13:31:20
order_id: o_00568, user_id: u_0000000009, prod_id: 1056890, order_time: 06-07-2022_21:24:25
order_id: o_00569, user_id: u_0000000002, prod_id: 1161105, order_time: 07-07-2022_05:17:30
order_id: o_00570, user_id: u_0000000010, prod_id: 1674889, order_time: 07-07-2022_13:10:35
order_id: o_00571, user_id: u_0000000010, prod_id: 1297049, order_time: 07-07-2022_21:03:40
order_id: o_00572, user_id: u_0000000007, prod_id: 1486711, order_time: 08-07-2022_04:56:45
order_id: o_00573, user_id: u_0000000007, prod_id: 1633613, order_time: 08-07-2022_12:49:50
order_id: o_00574, user_id: u_0000000004, prod_id: 1720963, order_time: 08-07-2022_20:42:55
order_id: o_00575, user_id: u_0000000004, prod_id: 1415968, order_time: 09-07-2022_04:36:00
order_id: o_00576, user_id: u_0000000006, prod_id: 1648750, order_time: 09-07-2022_12:29:05
order_id: o_00577, user_id: u_0000000009, prod_id: 1333245, order_time: 09-07-2022_20:22:10
order_id: o_00578, user_id: u_0000000003, prod_id: 1308308, order_time: 10-07-2022_04:15:15
order_id: o_00579, user_id: u_0000000010, prod_id: 1228242, order_time: 10-07-2022_12:08:20
